"year","state_code","issuer_id","issuer_name","market","source"
2015,"MI",78302,"Freedom Life Insurance Company of America","Individual","URR"
2016,"MI",78302,"Freedom Life Insurance Company of America","Individual","URR"
2017,"MI",78302,"Freedom Life Insurance Company of America","Individual","URR"
2014,"MI",81068,"Aetna Life Insurance Company","Individual","URR"
2015,"MI",81068,"Aetna Life Insurance Company","Individual","URR"
2016,"MI",81068,"Aetna Life Insurance Company","Individual","URR"
2017,"MI",81068,"Aetna Life Insurance Company","Individual","URR"
2014,"MI",82649,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MI",82649,"Federated Mutual Insurance Company","Small Group","URR"
2016,"MI",82649,"Federated Mutual Insurance Company","Small Group","URR"
2017,"MI",82649,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MI",89029,"Time Insurance Company","Individual","URR"
2016,"MI",90602,"National Health Insurance Co.","Small Group","URR"
2017,"MI",90602,"National Health Insurance Co.","Small Group","URR"
2016,"MI",95233,"Paramount Insurance Company","Small Group","URR"
2017,"MI",95233,"Paramount Insurance Company","Small Group","URR"
2014,"MI",98185,"Blue Care Network of Michigan","Individual","URR"
2014,"MI",98185,"Blue Care Network of Michigan","Small Group","URR"
2015,"MI",98185,"Blue Care Network of Michigan","Small Group","URR"
2015,"MI",98185,"Blue Care Network of Michigan","Individual","URR"
2016,"MI",98185,"Blue Care Network of Michigan","Individual","URR"
2016,"MI",98185,"Blue Care Network of Michigan","Small Group","URR"
2017,"MI",98185,"Blue Care Network of Michigan","Individual","URR"
2017,"MI",98185,"Blue Care Network of Michigan","Small Group","URR"
2014,"MN",27439,"Time Insurance Company","Individual","URR"
2014,"MN",27439,"Time Insurance Company","Small Group","URR"
2015,"MN",27439,"Time Insurance Company","Small Group","URR"
2015,"MN",27439,"Time Insurance Company","Individual","URR"
2014,"MN",31616,"MIC","Small Group","URR"
2014,"MN",31616,"Medica Insurance Company","Individual","URR"
2015,"MN",31616,"Medica Insurance Company","Individual","URR"
2015,"MN",31616,"Medica Insurance Company","Small Group","URR"
2016,"MN",31616,"Medica Insurance Company","Small Group","URR"
2016,"MN",31616,"Medica Insurance Company","Individual","URR"
2017,"MN",31616,"Medica Insurance Company","Individual","URR"
2017,"MN",31616,"Medica Insurance Company","Small Group","URR"
2014,"MN",34102,"Group Health","Individual","URR"
2015,"MN",34102,"Group Health","Individual","URR"
2016,"MN",34102,"Group Health  Inc.","Individual","SBM PUF"
2016,"MN",34102,"GHI","Individual","URR"
2017,"MN",34102,"GHI","Individual","URR"
2014,"MN",49316,"Blue Cross Blue Shield of Minnesota","Small Group","URR"
2014,"MN",49316,"BlueCross BlueShield of Minnesota","Individual","URR"
2015,"MN",49316,"BCBSM, INC.","Small Group","URR"
2015,"MN",49316,"BCBSM, INC.","Individual","URR"
2016,"MN",49316,"BCBSM  INC.","Individual","SBM PUF"
2016,"MN",49316,"BCBSM, INC.","Individual","URR"
2016,"MN",49316,"BCBSM, INC.","Small Group","URR"
2017,"MN",49316,"BCBSM, INC.","Small Group","URR"
2014,"MN",52346,"Sanford Health Plan","Small Group","URR"
2015,"MN",52346,"Sanford Health Plan","Small Group","URR"
2016,"MN",52346,"Sanford Health Plan","Small Group","URR"
2017,"MN",52346,"Sanford Health Plan","Small Group","URR"
2014,"MN",56971,"John Alden Life Insurance Company","Individual","URR"
2014,"MN",56971,"John Alden Life Insurance Company","Small Group","URR"
2015,"MN",56971,"John Alden Life Insurance Company","Individual","URR"
2015,"MN",56971,"John Alden Life Insurance Company","Small Group","URR"
2015,"MN",57129,"HMO MINNESOTA","Individual","URR"
2015,"MN",57129,"HMO MINNESOTA","Small Group","URR"
2016,"MN",57129,"HMO MINNESOTA","Individual","SBM PUF"
2016,"MN",57129,"HMO MINNESOTA","Small Group","URR"
2017,"MN",57129,"HMO MINNESOTA","Small Group","URR"
2017,"MN",57129,"HMO MINNESOTA","Individual","URR"
2014,"MN",60769,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MN",60769,"Federated Mutual Insurance Company","Small Group","URR"
2016,"MN",60769,"Federated Mutual Insurance Company","Small Group","URR"
2017,"MN",60769,"Federated Mutual Insurance Company","Small Group","URR"
2014,"MN",65847,"Medica Health Plans of Wisconsin - MN","Individual","URR"
2015,"MN",65847,"Medica Health Plans of Wisconsin","Individual","URR"
2016,"MN",65847,"Medica Health Plans of Wisconsin","Individual","SBM PUF"
2016,"MN",65847,"Medica Health Plans of Wisconsin","Individual","URR"
2017,"MN",65847,"Medica Health Plans of Wisconsin","Individual","URR"
2014,"MN",69406,"Celtic Insurance Company","Individual","URR"
2014,"MN",70373,"Gundersen Health Plan","Individual","URR"
2014,"MN",70373,"Gundersen Health Plan","Small Group","URR"
2015,"MN",70373,"Gundersen Health Plan","Individual","URR"
2015,"MN",70373,"Gundersen Health Plan","Small Group","URR"
2016,"MN",70373,"Gundersen Health Plan","Individual","URR"
2016,"MN",70373,"Gundersen Health Plan","Small Group","URR"
2017,"MN",70373,"Gundersen Health Plan Minnesota","Small Group","URR"
2014,"MN",79888,"HealthPartners, Inc.","Individual","URR"
2014,"MN",79888,"HealthPartners, Inc.","Small Group","URR"
2015,"MN",79888,"HealthPartners, Inc.","Small Group","URR"
2016,"MN",79888,"HealthPartners, Inc.","Small Group","URR"
2017,"MN",79888,"HealthPartners, Inc.","Small Group","URR"
2014,"MN",85654,"HealthPartners Insurance Company","Individual","URR"
2014,"MN",85654,"HealthPartners Insurance Company","Small Group","URR"
2015,"MN",85654,"HealthPartners Insurance Company","Small Group","URR"
2015,"MN",85654,"HealthPartners Insurance Company","Individual","URR"
2016,"MN",85654,"HealthPartners Insurance Company","Individual","URR"
2016,"MN",85654,"HealthPartners Insurance Company","Small Group","URR"
2017,"MN",85654,"HealthPartners Insurance Company","Small Group","URR"
2017,"MN",85654,"HealthPartners Insurance Company","Individual","URR"
2015,"MN",85736,"UCare Minnesota","Individual","URR"
2016,"MN",85736,"UCare Minnesota","Individual","SBM PUF"
2016,"MN",85736,"UCare Minnesota","Individual","URR"
2017,"MN",85736,"UCare Minnesota","Individual","URR"
2014,"MN",88102,"PreferredOne Insurance Company","Small Group","URR"
2014,"MN",88102,"PreferredOne Insurance Company","Individual","URR"
2015,"MN",88102,"PreferredOne Insurance Company","Individual","URR"
2015,"MN",88102,"PreferredOne","Small Group","URR"
2016,"MN",88102,"PreferredOne Insurance Company","Small Group","URR"
2016,"MN",88102,"PreferredOne Insurance Company","Individual","URR"
2017,"MN",88102,"PreferredOne Insurance Company","Individual","URR"
2017,"MN",88102,"PreferredOne Insurance Company","Small Group","URR"
2014,"MN",97624,"PreferredOne Community Health Plan","Small Group","URR"
2016,"MN",97624,"PreferredOne Community Health Plan","Small Group","URR"
2017,"MN",97624,"PreferredOne Community Health Plan","Small Group","URR"
2014,"MO",14026,"Time Insurance Company","Small Group","URR"
2014,"MO",14026,"Time Insurance Company","Individual","URR"
2015,"MO",14026,"Time Insurance Company","Small Group","URR"
2015,"MO",14026,"Time Insurance Company","Individual","URR"
2014,"MO",14162,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"MO",14162,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"MO",14162,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"MO",16049,"All Savers Insurance Company","Individual","URR"
2016,"MO",16049,"All Savers Insurance Company","Individual","URR"
2014,"MO",21832,"Golden Rule Insurance Company","Individual","URR"
2014,"MO",30613,"Humana Insurance Company","Small Group","URR"
2014,"MO",30613,"Humana Insurance Company","Individual","URR"
2015,"MO",30613,"Humana Insurance Company","Individual","URR"
2015,"MO",30613,"Humana Insurance Company","Small Group","URR"
2016,"MO",30613,"Humana Insurance Company","Small Group","URR"
2016,"MO",30613,"Humana Insurance Company","Individual","URR"
2017,"MO",30613,"Humana Insurance Company","Small Group","URR"
2017,"MO",30613,"Humana Insurance Company","Individual","URR"
2014,"MO",32753,"Healthy Alliance Life Insurance Company (HALIC)","Small Group","URR"
2014,"MO",32753,"Healthy Alliance Life Insurance Company","Individual","URR"
2015,"MO",32753,"Healthy Alliance Life Insurance Company (HALIC)","Small Group","URR"
2015,"MO",32753,"Healthy Alliance Life Insurance Company","Individual","URR"
2016,"MO",32753,"Healthy Alliance Life Insurance Company","Individual","URR"
2016,"MO",32753,"Healthy Alliance Life Insurance Company (HALIC)","Small Group","URR"
2017,"MO",32753,"Healthy Alliance Life Insurance Company","Individual","URR"
2017,"MO",32753,"Healthy Alliance Life Insurance Company (HALIC)","Small Group","URR"
2015,"MO",32898,"Aetna Health Inc","Small Group","URR"
2016,"MO",32898,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"MO",32898,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2014,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2015,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2015,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2016,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2016,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2017,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2017,"MO",34762,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2014,"MO",44240,"CHL KS","Individual","URR"
2015,"MO",44240,"Coventry Health & Life Insurance Co","Small Group","URR"
2015,"MO",44240,"CHL","Individual","URR"
2016,"MO",44240,"Coventry Health and Life","Individual","URR"
2017,"MO",44240,"Coventry Health & Life Insurance Company","Individual","URR"
2014,"MO",44527,"CHL MO","Individual","URR"
2015,"MO",44527,"CHL MO","Small Group","URR"
2015,"MO",44527,"CHL MO","Individual","URR"
2016,"MO",44527,"Coventry Health & Life Insurance Company","Small Group","URR"
2016,"MO",44527,"Coventry Health & Life Insurance Company","Individual","URR"
2017,"MO",44527,"Coventry Health & Life Insurance Company","Small Group","URR"
2017,"MO",44527,"Coventry Health & Life Insurance Company","Individual","URR"
2015,"MO",48161,"Aetna Life Insurance Co","Small Group","URR"
2016,"MO",48161,"Aetna Life Insurance Company","Small Group","URR"
2016,"MO",48161,"Aetna Life Insurance Company","Individual","URR"
2017,"MO",48161,"Aetna Life Insurance Company","Individual","URR"
2017,"MO",48161,"Aetna Life Insurance Company","Small Group","URR"
2014,"MO",49221,"John Alden Life Insurance Company","Small Group","URR"
2015,"MO",49221,"John Alden Life Insurance Company","Small Group","URR"
2014,"MO",64701,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MO",64701,"Federated Mutual Insurance Company","Small Group","URR"
2016,"MO",64701,"Federated Mutual Insurance Company","Small Group","URR"
2017,"MO",64701,"Federated Mutual Insurance Company","Small Group","URR"
2014,"MO",69117,"UnitedHealthcare of the Midwest, Inc.","Small Group","URR"
2015,"MO",69117,"UnitedHealthcare of the Midwest, Inc.","Small Group","URR"
2016,"MO",69117,"UnitedHealthcare of the Midwest, Inc.","Small Group","URR"
2017,"MO",69117,"UnitedHealthcare of the Midwest, Inc.","Small Group","URR"
2014,"MO",72064,"Freedom Life Insurance Company of America","Individual","URR"
2015,"MO",72064,"Freedom Life Insurance Company of America","Individual","URR"
2016,"MO",72064,"Freedom Life Insurance Company of America","Individual","URR"
2017,"MO",72064,"Freedom Life Insurance Company of America","Individual","URR"
2015,"MO",74483,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"MO",74483,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"MO",74483,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"MO",77660,"Coventry Health Care of Missouri","Individual","URR"
2015,"MO",77660,"Coventry Health Care of MO","Small Group","URR"
2016,"MO",77660,"Coventry Health Care of Missouri, Inc.","Small Group","URR"
2017,"MO",77660,"Coventry Health Care of Missouri, Inc.","Small Group","URR"
2015,"MO",80898,"Missouri Care, Incorporated","Individual","URR"
2014,"MO",92766,"HMO Missouri, Inc.","Small Group","URR"
2014,"MO",95426,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"MO",95426,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"MO",95426,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"MO",95426,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"MO",96384,"Cox Health Systems Insurance Company","Small Group","URR"
2014,"MO",96384,"Cox Health Systems Insurance Company","Individual","URR"
2015,"MO",96384,"Cox Health Systems Insurance Company","Individual","URR"
2015,"MO",96384,"Cox Health Systems Insurance Company","Small Group","URR"
2016,"MO",96384,"Cox Health Systems Insurance Company","Small Group","URR"
2016,"MO",96384,"Cox Health Systems Insurance Company","Individual","URR"
2017,"MO",96384,"Cox Health Systems Insurance Company","Small Group","URR"
2017,"MO",96384,"Cox Health Systems Insurance Company","Individual","URR"
2014,"MO",99723,"Celtic Insurance Company","Individual","URR"
2015,"MO",99723,"Celtic Insurance Company","Individual","URR"
2016,"MO",99723,"Celtic Insurance Company","Individual","URR"
2014,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Individual","URR"
2014,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Small Group","URR"
2015,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Individual","URR"
2015,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Small Group","URR"
2016,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Individual","URR"
2016,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Small Group","URR"
2017,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Small Group","URR"
2017,"MS",11721,"Blue Cross & Blue Shield of Mississippi","Individual","URR"
2014,"MS",19951,"Golden Rule Insurance Company","Individual","URR"
2014,"MS",26781,"All Savers Insurance Company","Small Group","URR"
2015,"MS",26781,"All Savers Insurance Company","Small Group","URR"
2016,"MS",26781,"All Savers Insurance Company","Small Group","URR"
2017,"MS",26781,"All Savers Insurance Company","Small Group","URR"
2015,"MS",29831,"Enterprise Life Insurance Company","Individual","URR"
2016,"MS",29831,"Enterprise Life Insurance Company","Individual","URR"
2017,"MS",29831,"Enterprise Life Insurance Company","Individual","URR"
2014,"MS",38420,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MS",38420,"Federated Mutual Insurance Company","Small Group","URR"
2016,"MS",38420,"Federated Mutual Insurance Company","Small Group","URR"
2017,"MS",38420,"Federated Mutual Insurance Company","Small Group","URR"
2015,"MS",45521,"Time Insurance Company","Small Group","URR"
2015,"MS",45521,"Time Insurance Company","Individual","URR"
2014,"MS",48963,"Humana Insurance Company","Small Group","URR"
2014,"MS",48963,"Humana Insurance Company","Individual","URR"
2015,"MS",48963,"Humana Insurance Company","Individual","URR"
2016,"MS",48963,"Humana Insurance Company","Individual","URR"
2016,"MS",48963,"Humana Insurance Company","Small Group","URR"
2017,"MS",48963,"Humana Insurance Company","Small Group","URR"
2017,"MS",48963,"Humana Insurance Company","Individual","URR"
2015,"MS",49900,"John Alden Life Insurance Company","Small Group","URR"
2014,"MS",61794,"UnitedHealthcare Life Insurance Company","Small Group","URR"
2015,"MS",61794,"UnitedHealthcare Life Insurance Company","Small Group","URR"
2015,"MS",61794,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"MS",61794,"UnitedHealthcare Life Insurance Company","Small Group","URR"
2016,"MS",61794,"UnitedHealthcare Life Insurance Company","Individual","URR"
2017,"MS",61794,"UnitedHealthcare Life Insurance Company","Small Group","URR"
2015,"MS",68597,"National Foundation Life Insurance Company","Individual","URR"
2016,"MS",68597,"National Foundation Life Insurance Company","Individual","URR"
2017,"MS",68597,"National Foundation Life Insurance Company","Individual","URR"
2015,"MS",83808,"Coventry Health and Life","Individual","URR"
2015,"MS",83808,"Coventry Health Care","Small Group","URR"
2016,"MS",90714,"Ambetter of Magnolia Inc.","Individual","URR"
2017,"MS",90714,"Ambetter of Magnolia Inc.","Individual","URR"
2014,"MS",94237,"Magnolia Health Plan","Individual","URR"
2015,"MS",94237,"Magnolia Health Plan","Individual","URR"
2016,"MS",94237,"Magnolia Health Plan","Individual","URR"
2017,"MS",94237,"Magnolia Health Plan","Individual","URR"
2014,"MS",96734,"Freedom Life Insurance Company of America","Individual","URR"
2015,"MS",96734,"Freedom Life Insurance Company of America","Individual","URR"
2016,"MS",96734,"Freedom Life Insurance Company of America","Individual","URR"
2017,"MS",96734,"Freedom Life Insurance Company of America","Individual","URR"
2014,"MS",97560,"UnitedHealthcare of Mississippi, Inc.","Small Group","URR"
2014,"MS",97560,"United Healthcare of Mississippi, Inc.","Small Group","URR"
2015,"MS",97560,"United Healthcare of Mississippi, Inc.","Small Group","URR"
2015,"MS",97560,"United Healthcare of Mississippi","Individual","URR"
2016,"MS",97560,"UnitedHealthcare of Mississippi, Inc.","Individual","URR"
2016,"MS",97560,"UnitedHealthcare of Mississippi, Inc.","Small Group","URR"
2017,"MS",97560,"UnitedHealthcare of Mississippi, Inc.","Small Group","URR"
2014,"MS",98805,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"MS",98805,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"MS",98805,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"MS",98805,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"MT",16621,"Celtic Insurance Company","Individual","URR"
2015,"MT",16621,"Celtic Insurance Company","Individual","URR"
2016,"MT",16621,"Celtic Insurance Company","Individual","URR"
2014,"MT",23603,"PacificSource Health Plans, Inc.","Individual","URR"
2014,"MT",23603,"PacificSource Health Plans, Inc.","Small Group","URR"
2015,"MT",23603,"PacificSource Health Plan, Inc.","Small Group","URR"
2015,"MT",23603,"PacificSource Health Plan, Inc.","Individual","URR"
2016,"MT",23603,"PacificSource Health Plans, Inc.","Small Group","URR"
2016,"MT",23603,"PacificSource Health Plans, Inc.","Individual","URR"
2017,"MT",23603,"PacificSource Health Plans","Small Group","URR"
2017,"MT",23603,"PacificSource Health Plans","Individual","URR"
2015,"MT",24867,"Time Insurance Company","Small Group","URR"
2015,"MT",24867,"Time Insurance Company","Individual","URR"
2014,"MT",30751,"BCBSMT","Individual","URR"
2014,"MT",30751,"BCBSMT","Small Group","URR"
2015,"MT",30751,"Blue Cross Blue Shield of Montana","Individual","URR"
2015,"MT",30751,"Blue Cross Blue Shield of Montana","Small Group","URR"
2016,"MT",30751,"Blue Cross Blue Shield of Montana","Small Group","URR"
2016,"MT",30751,"Blue Cross Blue Shield of Montana","Individual","URR"
2017,"MT",30751,"Blue Cross Blue Shield of Montana","Small Group","URR"
2017,"MT",30751,"Blue Cross Blue Shield of Montana","Individual","URR"
2014,"MT",32225,"Montana Health Cooperative","Individual","URR"
2014,"MT",32225,"Montana Health Cooperative","Small Group","URR"
2015,"MT",32225,"Montana Health Cooperative","Small Group","URR"
2015,"MT",32225,"Montana Health Cooperative","Individual","URR"
2016,"MT",32225,"Montana Health Cooperative","Small Group","URR"
2016,"MT",32225,"Montana Health Cooperative","Individual","URR"
2017,"MT",32225,"Montana Health Cooperative","Individual","URR"
2017,"MT",32225,"Montana Health Cooperative","Small Group","URR"
2015,"MT",39823,"Standard Security Life Insurance Company of New York","Small Group","URR"
2014,"MT",45632,"WMI Mutual Insurance Company","Small Group","URR"
2015,"MT",45632,"WMI Mutual Insurance Company","Small Group","URR"
2016,"MT",45632,"WMI Mutual Insurance Company","Small Group","URR"
2017,"MT",45632,"WMI Mutual Insurance Company","Small Group","URR"
2014,"MT",46621,"UnitedHealthcare Insurance","Small Group","URR"
2015,"MT",46621,"UnitedHealthcare Insurance","Small Group","URR"
2016,"MT",46621,"Unitedhealthcare Insurance Company","Small Group","URR"
2017,"MT",46621,"Unitedhealthcare Insurance Company","Small Group","URR"
2015,"MT",64206,"John Alden Life Insurance Company","Small Group","URR"
2014,"MT",89643,"National Foundation Life Insurance Company","Individual","URR"
2015,"MT",89643,"National Foundation Life Insurance Company","Individual","URR"
2016,"MT",89643,"National Foundation Life Insurance Company","Individual","URR"
2017,"MT",89643,"National Foundation Life Insurance Company","Individual","URR"
2014,"NC",11512,"BlueCross BlueShield of North Carolina","Small Group","URR"
2014,"NC",11512,"Blue Cross Blue Shield of NC","Individual","URR"
2015,"NC",11512,"BlueCross BlueShield of North Carolina","Small Group","URR"
2015,"NC",11512,"Blue Cross Blue Shield of NC","Individual","URR"
2016,"NC",11512,"BlueCross BlueShield of North Carolina","Small Group","URR"
2016,"NC",11512,"Blue Cross and Blue Shield of North Carolina","Individual","URR"
2017,"NC",11512,"BlueCross BlueShield of North Carolina","Small Group","URR"
2017,"NC",11512,"Blue Cross and Blue Shield of North Carolina","Individual","URR"
2014,"NC",24588,"Federated Mutual Insurance Company","Small Group","URR"
2015,"NC",24588,"Federated Mutual Insurance Company","Small Group","URR"
2016,"NC",24588,"Federated Mutual Insurance Company","Small Group","URR"
2017,"NC",24588,"Federated Mutual Insurance Company","Small Group","URR"
2014,"NC",32237,"Humana Insurance Company","Individual","URR"
2015,"NC",32237,"Humana Insurance Company","Individual","URR"
2016,"NC",32237,"Humana Insurance Company","Individual","URR"
2014,"NC",40411,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"NC",40411,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"NC",40411,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"NC",40411,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"NC",42513,"Madison National Life Insurance Company, Inc.","Small Group","URR"
2015,"NC",42754,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"NC",42754,"UnitedHealthcare Life Insurance Company","Individual","URR"
2014,"NC",43283,"FirstCarolinaCare Insurance Company","Individual","URR"
2015,"NC",43283,"FirstCarolinaCare Insurance Company","Small Group","URR"
2016,"NC",43283,"FirstCarolinaCare Insurance Company","Small Group","URR"
2017,"NC",43283,"FirstCarolinaCare Insurance Company","Small Group","URR"
2014,"NC",44007,"Celtic Insurance Company","Individual","URR"
2015,"NC",44007,"Celtic Insurance Company","Individual","URR"
2016,"NC",44007,"Celtic Insurance Company","Individual","URR"
2014,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Small Group","URR"
2015,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Small Group","URR"
2015,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Individual","URR"
2016,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Individual","URR"
2016,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Small Group","URR"
2017,"NC",54332,"UnitedHealthcare of North Carolina, Inc.","Small Group","URR"
2014,"NC",56346,"WP NC","Individual","URR"
2015,"NC",56346,"Coventry Health Care of the Carolinas","Small Group","URR"
2015,"NC",56346,"Coventry Health Care of the Carolinas, Inc.","Individual","URR"
2014,"NC",58658,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"NC",58658,"UnitedHealthcare Ins Co of River Valley","Small Group","URR"
2016,"NC",58658,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"NC",58658,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"NC",59977,"John Alden Life Insurance Company","Individual","URR"
2015,"NC",59977,"John Alden Life Insurance Company","Small Group","URR"
2014,"NC",61644,"Aetna Life Insurance Company","Individual","URR"
2015,"NC",61644,"Aetna Life Insurance Company","Individual","URR"
2015,"NC",61644,"Aetna Life Insurance Company","Small Group","URR"
2016,"NC",61644,"Aetna Life Insurance Company","Small Group","URR"
2017,"NC",61644,"Aetna Life Insurance Company","Small Group","URR"
2015,"NC",61671,"Aetna Health Inc. (Pennsylvania)","Small Group","URR"
2016,"NC",61671,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2016,"NC",61671,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"NC",61671,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2017,"NC",61671,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"NC",69347,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"NC",69347,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"NC",69347,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"NC",69347,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"NC",72487,"All Savers Insurance Company","Small Group","URR"
2015,"NC",72487,"All Savers Insurance Company","Small Group","URR"
2016,"NC",72487,"All Savers Insurance Company","Small Group","URR"
2017,"NC",72487,"All Savers Insurance Company","Small Group","URR"
2017,"NC",73943,"Cigna HealthCare of North Carolina, Inc.","Individual","URR"
2015,"NC",76871,"Standard Security Life Insurance Company of New York","Small Group","URR"
2015,"NC",85958,"National Foundation Life Insurance Company","Individual","URR"
2016,"NC",85958,"National Foundation Life Insurance Company","Individual","URR"
2017,"NC",85958,"National Foundation Life Insurance Company","Individual","URR"
2015,"NC",87696,"Time Insurance Company","Individual","URR"
2015,"NC",87696,"Time Insurance Company","Small Group","URR"
2015,"NC",94459,"Coventry Health & Life","Small Group","URR"
2016,"NC",94459,"Coventry Health & Life Insurance Company","Small Group","URR"
2014,"ND",33181,"Celtic Insurance Company","Individual","URR"
2014,"ND",37160,"Noridian Mutual Insurance Company","Small Group","URR"
2015,"ND",37160,"Blue Cross Blue Shield of North Dakota","Individual","URR"
2015,"ND",37160,"Blue Cross Blue Shield of North Dakota","Small Group","URR"
2016,"ND",37160,"Noridian Mutual Insurance Company","Small Group","URR"
2016,"ND",37160,"Noridian Mutual Insurance Company","Individual","URR"
2017,"ND",37160,"Noridian Mutual Insurance Company","Small Group","URR"
2017,"ND",37160,"Noridian Mutual Insurance Company","Individual","URR"
2015,"ND",39364,"Medica Insurance Company","Small Group","URR"
2016,"ND",39364,"Medica Insurance Company","Small Group","URR"
2017,"ND",39364,"Medica Insurance Company","Small Group","URR"
2015,"ND",55105,"Time Insurance Company","Small Group","URR"
2015,"ND",55105,"Time Insurance Company","Individual","URR"
2014,"ND",73751,"Medica Health Plans - ND","Individual","URR"
2014,"ND",73751,"Medica Health Plans","Small Group","URR"
2015,"ND",73751,"Medica Health Plans","Small Group","URR"
2015,"ND",73751,"Medica Health Plans","Individual","URR"
2016,"ND",73751,"Medica Health Plans","Individual","URR"
2016,"ND",73751,"Medica Health Plans","Small Group","URR"
2017,"ND",73751,"Medica Health Plans","Individual","URR"
2017,"ND",73751,"Medica Health Plans","Small Group","URR"
2014,"ND",89364,"Sanford Health Plan","Small Group","URR"
2014,"ND",89364,"Sanford Health Plan","Individual","URR"
2015,"ND",89364,"Sanford Health Plan","Individual","URR"
2015,"ND",89364,"Sanford Health Plan","Small Group","URR"
2016,"ND",89364,"Sanford Health Plan of North Dakota","Individual","URR"
2016,"ND",89364,"Sanford Health Plan","Small Group","URR"
2017,"ND",89364,"Sanford Health Plan","Small Group","URR"
2017,"ND",89364,"Sanford Health Plan of North Dakota","Individual","URR"
2015,"ND",99806,"John Alden Life Insurance Company","Small Group","URR"
2014,"NE",10324,"Freedom Life Insurance Company of America","Individual","URR"
2015,"NE",10324,"Freedom Life Insurance Company of America","Individual","URR"
2016,"NE",10324,"Freedom Life Insurance Company of America","Individual","URR"
2017,"NE",10324,"Freedom Life Insurance Company of America","Individual","URR"
2014,"NE",13484,"Celtic Insurance Company","Individual","URR"
2015,"NE",13484,"Celtic Insurance Company","Individual","URR"
2016,"NE",13484,"Celtic Insurance Company","Individual","URR"
2014,"NE",15438,"Coventry Health Care of Nebraska Inc.","Small Group","URR"
2014,"NE",15438,"Coventry Health Care of Nebraska Inc.","Individual","URR"
2015,"NE",15438,"CHC NE","Small Group","URR"
2015,"NE",15438,"CHC NE","Individual","URR"
2016,"NE",15438,"Coventry Health Care of Nebraska Inc.","Small Group","URR"
2016,"NE",15438,"Coventry Health Care of Nebraska Inc.","Individual","URR"
