"year","fips_county","county_name","issuer_name","plan_name","lookup","formulary","metal_level","type","state_code","issuer_id"
2016,"27017","Carlton County","UCare Minnesota","UCare Choices Core","UCare Choices Provider Information","UCare Choices Formulary Information","Catastrophic","medical","MN",85736
2016,"27017","Carlton County","UCare Minnesota","UCare Choices Bronze","UCare Choices Provider Information",,"Bronze","medical","MN",85736
2016,"27017","Carlton County","UCare Minnesota","UCare Choices Silver","UCare Choices Provider Information",,"Silver","medical","MN",85736
2016,"27017","Carlton County","UCare Minnesota","UCare Choices Gold","UCare Choices Provider Information",,"Gold","medical","MN",85736
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Silver, a Multi-State Plan","See if your provider is in the Aware network","Blue Cross Blue Shield of Minnesota Formulary Information","Silver","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Gold, a Multi-State Plan","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueSave Catastrophic  $6850 Plan 456","See if your provider is in the Aware network",,"Catastrophic","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $4700 Plan 435","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $6550 Plan 436","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $1800 Plan 437","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $2700 Plan 438","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $4000 Plan 439","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Gold $2000 Plan 440","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27017","Carlton County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $3000 Plan 461","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 500 w/Copay (Gold)","Health Partners Provider Information","Health Partners Formulary Information","Gold","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 2500 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 1000 w/Copay (Gold)","Health Partners Provider Information",,"Gold","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 2750 HSA (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 3600 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 5050 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 1800 (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 5750 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 6350 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 6850 (Catastrophic)","Health Partners Provider Information",,"Catastrophic","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 6500 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27017","Carlton County","Group Health, Inc. dba HealthPartners","Key 6850 (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay","Medica Applause Provider Network","Medica Formulary Information","Gold","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay 100","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay Plus","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay Plus","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Bronze Copay","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Bronze H S A","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Catastrophic","Medica Applause Provider Network",,"Catastrophic","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Gold H S A","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27017","Carlton County","Medica Health Plans of Wisconsin","Medica Applause Silver H S A","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult B","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult C","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult D","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult E","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult F","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental A + Adult G","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult A","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult C","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult D","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult E","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult F","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27017","Carlton County","Delta Dental of Minnesota","Pediatric Dental B + Adult G","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","HMO Minnesota dba Blue Plus","BluePrint HSA Bronze $4700 Plan 458","See if your provider is in the Allina network",,"Bronze","medical","MN",57129
2016,"27019","Carver County","HMO Minnesota dba Blue Plus","BluePrint Silver $2000 Plan 453","See if your provider is in the Allina network",,"Silver","medical","MN",57129
2016,"27019","Carver County","HMO Minnesota dba Blue Plus","BluePrint Gold $1500 Plan 455","See if your provider is in the Allina network",,"Gold","medical","MN",57129
2016,"27019","Carver County","UCare Minnesota","UCare Choices Core","UCare Choices Provider Information","UCare Choices Formulary Information","Catastrophic","medical","MN",85736
2016,"27019","Carver County","UCare Minnesota","UCare Choices Bronze","UCare Choices Provider Information",,"Bronze","medical","MN",85736
2016,"27019","Carver County","UCare Minnesota","UCare Choices Silver","UCare Choices Provider Information",,"Silver","medical","MN",85736
2016,"27019","Carver County","UCare Minnesota","UCare Choices Gold","UCare Choices Provider Information",,"Gold","medical","MN",85736
2016,"27019","Carver County","UCare Minnesota","Fairview UCare Choices Bronze","Fairview UCare Choices Provider Information","Fairview UCare Choices Formulary Information","Bronze","medical","MN",85736
2016,"27019","Carver County","UCare Minnesota","Fairview UCare Choices Silver","Fairview UCare Choices Provider Information",,"Silver","medical","MN",85736
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Silver, a Multi-State Plan","See if your provider is in the Aware network","Blue Cross Blue Shield of Minnesota Formulary Information","Silver","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Gold, a Multi-State Plan","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueSave Catastrophic  $6850 Plan 456","See if your provider is in the Aware network",,"Catastrophic","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $4700 Plan 435","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $6550 Plan 436","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $1800 Plan 437","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $2700 Plan 438","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $4000 Plan 439","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Gold $2000 Plan 440","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27019","Carver County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $3000 Plan 461","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 500 w/Copay (Gold)","Health Partners Provider Information","Health Partners Formulary Information","Gold","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 2500 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 1000 w/Copay (Gold)","Health Partners Provider Information",,"Gold","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 2750 HSA (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 3600 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 5050 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 1800 (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 5750 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 6350 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 6850 (Catastrophic)","Health Partners Provider Information",,"Catastrophic","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 6500 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27019","Carver County","Group Health, Inc. dba HealthPartners","Key 6850 (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay","Medica Applause Provider Network","Medica Formulary Information","Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay 100","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay Plus","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay Plus","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Bronze Copay","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Bronze H S A","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Catastrophic","Medica Applause Provider Network",,"Catastrophic","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Gold H S A","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Applause Silver H S A","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Gold Copay","Medica Individual Choice Provider Network","Medica Formulary Information","Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Gold Copay 100","Medica Individual Choice Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Gold Copay Plus","Medica Individual Choice Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Silver Copay","Medica Individual Choice Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Silver Copay Plus","Medica Individual Choice Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Bronze Copay","Medica Individual Choice Provider Network",,"Bronze","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Bronze H S A ","Medica Individual Choice Provider Network",,"Bronze","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Catastrophic","Medica Individual Choice Provider Network",,"Catastrophic","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Gold H S A ","Medica Individual Choice Provider Network",,"Gold","medical","MN",65847
2016,"27019","Carver County","Medica Health Plans of Wisconsin","Medica Individual Choice Silver H S A ","Medica Individual Choice Provider Network",,"Silver","medical","MN",65847
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult B","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult C","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult D","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult E","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult F","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental A + Adult G","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult A","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult C","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult D","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult E","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult F","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Delta Dental of Minnesota","Pediatric Dental B + Adult G","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27019","Carver County","Dentegra Insurance Company","Dentegra Dental PPO Family Basic Plan","Dentegra Dental PPO","Not Applicable","Low","dental","MN",
2016,"27019","Carver County","Dentegra Insurance Company","Dentegra Dental PPO Family Preferred Plan","Dentegra Dental PPO","Not Applicable","High","dental","MN",
2016,"27021","Cass County","HMO Minnesota dba Blue Plus","BlueConnect HSA Bronze $4700 Plan 457","See if your provider is in the Sanford network",,"Bronze","medical","MN",57129
2016,"27021","Cass County","HMO Minnesota dba Blue Plus","BlueConnect Silver $2000 Plan 450 ","See if your provider is in the Sanford network",,"Silver","medical","MN",57129
2016,"27021","Cass County","HMO Minnesota dba Blue Plus","BlueConnect Gold $1500 Plan 451","See if your provider is in the Sanford network",,"Gold","medical","MN",57129
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Silver, a Multi-State Plan","See if your provider is in the Aware network","Blue Cross Blue Shield of Minnesota Formulary Information","Silver","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Gold, a Multi-State Plan","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueSave Catastrophic  $6850 Plan 456","See if your provider is in the Aware network",,"Catastrophic","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $4700 Plan 435","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $6550 Plan 436","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $1800 Plan 437","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $2700 Plan 438","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $4000 Plan 439","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Gold $2000 Plan 440","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27021","Cass County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $3000 Plan 461","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 500 w/Copay (Gold)","Health Partners Provider Information","Health Partners Formulary Information","Gold","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 2500 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 1000 w/Copay (Gold)","Health Partners Provider Information",,"Gold","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 2750 HSA (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 3600 Plus (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 5050 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 1800 (Silver)","Health Partners Provider Information",,"Silver","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 5750 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 6350 Plus (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 6850 (Catastrophic)","Health Partners Provider Information",,"Catastrophic","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 6500 HSA (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27021","Cass County","Group Health, Inc. dba HealthPartners","Key 6850 (Bronze)","Health Partners Provider Information",,"Bronze","medical","MN",34102
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay","Medica Applause Provider Network","Medica Formulary Information","Gold","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay 100","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Gold Copay Plus","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Silver Copay Plus","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Bronze Copay","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Bronze H S A","Medica Applause Provider Network",,"Bronze","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Catastrophic","Medica Applause Provider Network",,"Catastrophic","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Gold H S A","Medica Applause Provider Network",,"Gold","medical","MN",65847
2016,"27021","Cass County","Medica Health Plans of Wisconsin","Medica Applause Silver H S A","Medica Applause Provider Network",,"Silver","medical","MN",65847
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult A","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult B","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult C","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult D","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult E","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult F","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental A + Adult G","Delta Dental PPO plus Premier","Not Applicable","Low","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult A","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult B","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult C","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult D","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult E","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult F","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27021","Cass County","Delta Dental of Minnesota","Pediatric Dental B + Adult G","Delta Dental PPO plus Premier","Not Applicable","High","dental","MN",
2016,"27023","Chippewa County","HMO Minnesota dba Blue Plus","BlueConnect HSA Bronze $4700 Plan 457","See if your provider is in the Sanford network",,"Bronze","medical","MN",57129
2016,"27023","Chippewa County","HMO Minnesota dba Blue Plus","BlueConnect Silver $2000 Plan 450 ","See if your provider is in the Sanford network",,"Silver","medical","MN",57129
2016,"27023","Chippewa County","HMO Minnesota dba Blue Plus","BlueConnect Gold $1500 Plan 451","See if your provider is in the Sanford network",,"Gold","medical","MN",57129
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Silver, a Multi-State Plan","See if your provider is in the Aware network","Blue Cross Blue Shield of Minnesota Formulary Information","Silver","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","Blue Cross and Blue Shield Gold, a Multi-State Plan","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueSave Catastrophic  $6850 Plan 456","See if your provider is in the Aware network",,"Catastrophic","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $4700 Plan 435","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Bronze $6550 Plan 436","See if your provider is in the Aware network",,"Bronze","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $1800 Plan 437","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $2700 Plan 438","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Silver $4000 Plan 439","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess HSA Gold $2000 Plan 440","See if your provider is in the Aware network",,"Gold","medical","MN",49316
2016,"27023","Chippewa County","Blue Cross Blue Shield of Minnesota","BlueAccess Silver $3000 Plan 461","See if your provider is in the Aware network",,"Silver","medical","MN",49316
2016,"27023","Chippewa County","Group Health, Inc. dba HealthPartners","Key 500 w/Copay (Gold)","Health Partners Provider Information","Health Partners Formulary Information","Gold","medical","MN",34102
