State,County,Metal Level,Issuer Name,Plan ID - Standard Component,Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental,Child Dental,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Drug Maximum Out of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Drug Maximum Out of Pocket - Family  - standard,Primary Care Physician  - standard,Specialist  - standard,Emergency Room  - standard,Inpatient Facility  - standard,Inpatient Physician - standard,Generic Drugs - standard,Preferred Brand Drugs - standard,Non-preferred Brand Drugs - standard,Specialty Drugs - standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 73 percent,Drug Deductible - individual - 73 percent,Medical Deductible - family - 73 percent,Drug Deductible - family - 73 percent,Medical Maximum Out Of Pocket - individual - 73 percent,Drug Maximum Out of Pocket - individual - 73 percent,Medical Maximum Out of Pocket - family - 73 percent,Drug Maximum Out of Pocket - Family - 73 percent,Primary Care Physician - 73 percent,Specialist - 73 percent,Emergency Room - 73 percent,Inpatient Facility - 73 percent,Inpatient Physician - 73 percent,Generic Drugs - 73 percent,Preferred Brand Drugs - 73 percent,Non-preferred Brand Drugs - 73 percent,Specialty Drugs - 73 percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 87 percent,Drug Deductible - individual - 87 percent,Medical Deductible - family - 87 percent,Drug Deductible - family - 87 percent,Medical Maximum Out Of Pocket - individual - 87 percent,Drug Maximum Out of Pocket - individual - 87 percent,Medical Maximum Out of Pocket - family - 87 percent,Drug Maximum Out of Pocket - Family - 87 percent,Primary Care Physician - 87 percent,Specialist - 87 percent,Emergency Room - 87 percent,Inpatient Facility - 87 percent,Inpatient Physician - 87 percent,Generic Drugs - 87 percent,Preferred Brand Drugs - 87 percent,Non-preferred Brand Drugs - 87 percent,Specialty Drugs - 87 percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 94 percent,Drug Deductible - individual - 94 percent,Medical Deductible - family - 94 percent,Drug Deductible - family - 94 percent,Medical Maximum Out Of Pocket -individual - 94 percent,Drug Maximum Out of Pocket - individual - 94 percent,Medical Maximum Out of Pocket - family - 94 percent,Drug Maximum Out of Pocket - Family  - 94 percent,Primary Care Physician - 94 percent,Specialist - 94 percent,Emergency Room - 94 percent,Inpatient Facility  - 94 percent,Inpatient Physician  - 94 percent,Generic Drugs - 94 percent,Preferred Brand Drugs - 94 percent,Non-preferred Brand Drugs - 94 percent,Specialty Drugs - 94 percent
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$157.87,$248.61,$260.55,$282.18,$317.73,$444.02,$674.74,$497.22,$564.36,$635.46,$888.04,$1349.48,$655.09,$722.23,$793.33,$1045.90,$812.96,$880.10,$951.20,$1203.78,$970.83,$1037.97,$1109.07,$1361.65,$406.48,$440.05,$475.60,$601.89,$564.35,$597.92,$633.47,$759.76,$722.22,$755.79,$791.34,$917.63,,"$3,000",$0,"$9,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,"$2,500",$0,"$7,500",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$125.32,$197.35,$206.82,$223.99,$252.21,$352.46,$535.60,$394.70,$447.98,$504.42,$704.92,$1071.20,$520.02,$573.29,$629.74,$830.24,$645.33,$698.62,$755.06,$955.56,$770.66,$823.94,$880.38,$1080.87,$322.66,$349.31,$377.53,$477.78,$447.99,$474.63,$502.85,$603.09,$573.30,$599.95,$628.16,$728.42,,"$5,000",Included in Medical,"$12,700",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$124.59,$196.20,$205.62,$222.69,$250.75,$350.42,$532.49,$392.40,$445.38,$501.50,$700.84,$1064.98,$516.99,$569.97,$626.09,$825.43,$641.57,$694.56,$750.68,$950.02,$766.17,$819.15,$875.27,$1074.61,$320.78,$347.28,$375.34,$475.01,$445.38,$471.87,$499.93,$599.60,$569.97,$596.46,$624.52,$724.19,,"$6,000",Included in Medical,"$12,700",Included in Medical,"$6,000",Included in Medical,"$12,700",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$124.99,$196.83,$206.28,$223.40,$251.55,$351.53,$534.19,$393.66,$446.80,$503.10,$703.06,$1068.38,$518.65,$571.79,$628.09,$828.05,$643.64,$696.78,$753.08,$953.04,$768.63,$821.77,$878.06,$1078.03,$321.82,$348.39,$376.54,$476.52,$446.81,$473.38,$501.53,$601.51,$571.79,$598.37,$626.52,$726.50,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO,Rating Area 2,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$190.71,$300.33,$314.74,$340.87,$383.82,$536.39,$815.09,$600.66,$681.74,$767.64,$1072.78,$1630.18,$791.37,$872.45,$958.35,$1263.49,$982.07,$1063.16,$1149.06,$1454.20,$1172.79,$1253.86,$1339.77,$1644.90,$491.03,$531.58,$574.53,$727.10,$681.75,$722.29,$765.24,$917.81,$872.46,$913.00,$955.95,$1108.52,,"$1,000",$0,"$3,000",$0,"$2,750",Included in Medical,"$8,250",Included in Medical,$25,$50,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO,Rating Area 2,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$188.61,$297.02,$311.27,$337.12,$379.59,$530.48,$806.11,$594.04,$674.24,$759.18,$1060.96,$1612.22,$782.65,$862.85,$947.79,$1249.57,$971.26,$1051.46,$1136.40,$1438.18,$1159.86,$1240.07,$1325.01,$1626.79,$485.63,$525.73,$568.20,$719.09,$674.24,$714.34,$756.81,$907.70,$862.85,$902.95,$945.42,$1096.31,,$500,$0,"$1,500",$0,"$4,000",Included in Medical,"$12,000",Included in Medical,$30,$60,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO,Rating Area 2,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$154.75,$243.70,$255.40,$276.60,$311.45,$435.25,$661.41,$487.40,$553.20,$622.90,$870.50,$1322.82,$642.15,$707.95,$777.65,$1025.25,$796.90,$862.70,$932.40,$1180.00,$951.65,$1017.45,$1087.15,$1334.75,$398.45,$431.35,$466.20,$590.00,$553.20,$586.10,$620.95,$744.75,$707.95,$740.85,$775.70,$899.50,,"$4,500",$0,"$12,700",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,"$3,000",$0,"$9,000",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,$250,$0,$750,$0,"$2,000",Included in Medical,"$4,500",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO,Rating Area 2,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$150.59,$237.14,$248.53,$269.16,$303.07,$423.54,$643.61,$474.28,$538.32,$606.14,$847.08,$1287.22,$624.87,$688.91,$756.73,$997.67,$775.46,$839.50,$907.31,$1148.26,$926.05,$990.09,$1057.90,$1298.84,$387.73,$419.75,$453.65,$574.13,$538.31,$570.34,$604.25,$724.72,$688.91,$720.93,$754.83,$875.31,,"$6,250",$0,"$12,700",$0,"$6,250",Included in Medical,"$12,700",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$5,000",$0,"$10,400",$0,"$5,000",Included in Medical,"$10,400",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$1,500",$0,"$4,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,$500,Included in Medical,"$1,500",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO,Rating Area 2,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$128.27,$202.00,$211.69,$229.27,$258.14,$360.77,$548.22,$404.00,$458.54,$516.29,$721.54,$1096.44,$532.27,$586.81,$644.56,$849.81,$660.54,$715.08,$772.83,$978.07,$788.81,$843.35,$901.11,$1106.34,$330.27,$357.54,$386.41,$489.03,$458.54,$485.81,$514.69,$617.30,$586.81,$614.08,$642.96,$745.58,,"$3,750",Included in Medical,"$11,250",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,30% Coinsurance after deductible,30% Coinsurance after deductible,$600 Copay and 30% Coinsurance after deductible,$300 Copay per Stay and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$156.72,$246.81,$258.66,$280.13,$315.42,$440.80,$669.85,$493.62,$560.26,$630.84,$881.60,$1339.70,$650.35,$716.99,$787.57,$1038.33,$807.07,$873.72,$944.30,$1195.06,$963.81,$1030.44,$1101.03,$1351.79,$403.53,$436.86,$472.15,$597.53,$560.27,$593.58,$628.88,$754.26,$717.00,$750.31,$785.60,$910.99,,"$3,250",$0,"$9,750",$0,"$3,250",Included in Medical,"$9,750",Included in Medical,$30,$50,$400,$200 Copay per Stay,No Charge after Deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$159.65,$251.42,$263.49,$285.36,$321.32,$449.04,$682.36,$502.84,$570.72,$642.64,$898.08,$1364.72,$662.49,$730.37,$802.29,$1057.73,$822.14,$890.02,$961.94,$1217.38,$981.79,$1049.67,$1121.59,$1377.03,$411.07,$445.01,$480.97,$608.69,$570.72,$604.66,$640.62,$768.34,$730.37,$764.31,$800.27,$927.99,,"$1,500",$0,"$4,500",$0,"$3,500",Included in Medical,"$10,500",Included in Medical,$10,$60,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$129.97,$204.67,$214.50,$232.30,$261.57,$365.55,$555.48,$409.34,$464.60,$523.14,$731.10,$1110.96,$539.30,$594.57,$653.11,$861.07,$669.28,$724.54,$783.07,$991.04,$799.25,$854.51,$913.05,$1121.01,$334.64,$362.27,$391.53,$495.52,$464.61,$492.24,$521.51,$625.49,$594.57,$622.21,$651.48,$755.46,,"$6,000",$0,"$12,700",$0,"$6,000",Included in Medical,"$12,700",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$5,000",$0,"$10,400",$0,"$5,000",Included in Medical,"$10,400",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$1,500",$0,"$4,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,$500,Included in Medical,"$1,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$134.00,$211.02,$221.15,$239.50,$269.68,$376.88,$572.70,$422.04,$479.00,$539.36,$753.76,$1145.40,$556.04,$613.00,$673.36,$887.76,$690.04,$747.00,$807.36,$1021.76,$824.04,$881.00,$941.36,$1155.76,$345.02,$373.50,$403.68,$510.88,$479.02,$507.50,$537.68,$644.88,$613.02,$641.50,$671.68,$778.88,,"$3,000",$0,"$9,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,"$2,500",$0,"$7,500",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$106.65,$167.95,$176.01,$190.62,$214.64,$299.95,$455.82,$335.90,$381.24,$429.28,$599.91,$911.64,$442.54,$487.89,$535.92,$706.56,$549.20,$594.54,$642.57,$813.22,$655.85,$701.19,$749.23,$919.87,$274.60,$297.27,$321.28,$406.61,$381.25,$403.92,$427.94,$513.26,$487.90,$510.57,$534.59,$619.91,,"$5,000",Included in Medical,"$12,700",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,30% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$106.20,$167.25,$175.28,$189.83,$213.75,$298.70,$453.92,$334.50,$379.66,$427.50,$597.41,$907.84,$440.70,$485.86,$533.70,$703.62,$546.90,$592.06,$639.90,$809.81,$653.10,$698.26,$746.10,$916.02,$273.45,$296.03,$319.95,$404.90,$379.65,$402.23,$426.15,$511.11,$485.85,$508.43,$532.35,$617.30,,"$6,000",Included in Medical,"$12,700",Included in Medical,"$6,000",Included in Medical,"$12,700",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold $750 HMO,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-505-633-8020,1-855-769-6642,,http://mynmhc.org/Find_a_Doctor.aspx,http://www.mynmhc.org/Member_Handbook.aspx,http://mynmhc.org/care-connect-gold-$750-hmo.pdf,http://www.mynmhc.org/Formulary.aspx,,,,$146.86,$231.27,$242.37,$262.49,$295.57,$413.05,$627.66,$462.54,$524.98,$591.14,$826.10,$1255.33,$609.40,$671.84,$738.00,$972.96,$756.26,$818.70,$884.86,$1119.82,$903.12,$965.56,$1031.72,$1266.68,$378.13,$409.35,$442.43,$559.91,$524.99,$556.21,$589.29,$706.77,$671.85,$703.07,$736.15,$853.63,,$750,Included in Medical,"$1,500",Included in Medical,"$6,000",Included in Medical,"$12,000",Included in Medical,$30,$60,$250,$1000 Copay per Stay,No Charge,$15,$45,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,SAN JUAN,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver $2,000 HMO",HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-505-633-8020,1-855-769-6642,,http://mynmhc.org/Find_a_Doctor.aspx,http://www.mynmhc.org/Member_Handbook.aspx,http://mynmhc.org/care-connect-silver-$2-000-hmo.pdf,http://www.mynmhc.org/Formulary.aspx,,,,$139.66,$219.94,$230.50,$249.63,$281.08,$392.81,$596.91,$439.88,$499.26,$562.16,$785.62,$1193.82,$579.54,$638.91,$701.81,$925.28,$719.20,$778.57,$841.48,$1064.94,$858.86,$918.24,$981.14,$1204.59,$359.60,$389.28,$420.74,$532.47,$499.26,$528.95,$560.40,$672.13,$638.92,$668.61,$700.06,$811.79,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$25,$75,$250,$2500 Copay per Stay,No Charge,$25,$75,$150,$250,,"$1,750",Included in Medical,"$3,500",Included in Medical,"$5,000",Included in Medical,"$10,000",Included in Medical,$25,$75,$250,$2000 Copay per Stay,No Charge,$25,$50,$100,$150,,$250,Included in Medical,$500,Included in Medical,"$2,100",Included in Medical,"$4,200",Included in Medical,$15,$30,$150,$300 Copay per Stay,No Charge,$15,$30,$75,$150,,$0,Included in Medical,$0,Included in Medical,"$1,250",Included in Medical,"$2,500",Included in Medical,$5,$15,$50,$75 Copay per Stay,No Charge,No Charge,$25,$50,$100
