State Code,County Name,Metal Level,Issuer Name,Plan ID (Standard Component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent
OR,Sherman,Silver,BridgeSpan Health Company,63474OR0310001,Silver HDHP 2000 Value PPO,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://web.healthsparq.com/healthsparq/public/#/public/insurerCode=BS_I&productCode=N919758283&brandCode=BS,https://www.bridgespanhealth.com/web/bridgespan_individual/producer-resources,https://www.bridgespanhealth.com/portal-resource/portal-theme/web/pdfs/bsh/2016/or/Silver-HDHP-2000-Value-PPO.pdf,https://www.bridgespanhealth.com/web/bridgespan_individual/drug-list,,,X,98.7%,,$175.09,$275.73,$288.96,$312.95,$352.38,$492.45,$748.33,$551.46,$625.90,$704.76,$984.90,$1496.66,$726.55,$800.99,$879.85,$1159.99,$901.64,$976.08,$1054.94,$1335.08,$1076.73,$1151.17,$1230.03,$1510.17,$450.82,$488.04,$527.47,$667.54,$625.91,$663.13,$702.56,$842.63,$801.00,$838.22,$877.65,$1017.72,,"$2,000",Included in Medical,"$4,000",Included in Medical,Not Applicable,Not Applicable,"$6,550",Included in Medical,"$13,100",Included in Medical,"$6,850",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,"$2,000",Included in Medical,"$4,000",Included in Medical,Not Applicable,Not Applicable,"$4,000",Included in Medical,$8000.00,Included in Medical,$5450.00,Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,Not Applicable,Not Applicable,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,250",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,Not Applicable,Not Applicable,$750,Included in Medical,"$1,500",Included in Medical,"$1,500",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,35% Coinsurance after deductible,50% Coinsurance after deductible,40% Coinsurance after deductible
OR,Sherman,Bronze,BridgeSpan Health Company,63474OR0320001,Bronze Essential 6850 Value PPO,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://web.healthsparq.com/healthsparq/public/#/public/insurerCode=BS_I&productCode=N919758283&brandCode=BS,https://www.bridgespanhealth.com/web/bridgespan_individual/producer-resources,https://www.bridgespanhealth.com/portal-resource/portal-theme/web/pdfs/bsh/2016/or/Bronze-Essential-6850-Value-PPO.pdf,https://www.bridgespanhealth.com/web/bridgespan_individual/drug-list,,,X,98.7%,,$159.92,$251.85,$263.94,$285.85,$321.86,$449.80,$683.51,$503.70,$571.70,$643.72,$899.60,$1367.02,$663.62,$731.62,$803.64,$1059.52,$823.54,$891.54,$963.56,$1219.44,$983.46,$1051.46,$1123.48,$1379.36,$411.77,$445.77,$481.78,$609.72,$571.69,$605.69,$641.70,$769.64,$731.61,$765.61,$801.62,$929.56,,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,$20,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Bronze,BridgeSpan Health Company,63474OR0330001,Bronze HDHP 6550 Value PPO,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-855-857-9943,1-855-857-9943,1-800-735-2900,https://web.healthsparq.com/healthsparq/public/#/public/insurerCode=BS_I&productCode=N919758283&brandCode=BS,https://www.bridgespanhealth.com/web/bridgespan_individual/producer-resources,https://www.bridgespanhealth.com/portal-resource/portal-theme/web/pdfs/bsh/2016/or/Bronze-HDHP-6550-Value-PPO.pdf,https://www.bridgespanhealth.com/web/bridgespan_individual/drug-list,,,X,98.7%,,$141.64,$223.05,$233.76,$253.17,$285.06,$398.37,$605.37,$446.10,$506.34,$570.12,$796.74,$1210.74,$587.74,$647.98,$711.76,$938.38,$729.38,$789.62,$853.40,$1080.02,$871.02,$931.26,$995.04,$1221.66,$364.69,$394.81,$426.70,$540.01,$506.33,$536.45,$568.34,$681.65,$647.97,$678.09,$709.98,$823.29,,"$6,550",Included in Medical,"$13,100",Included in Medical,Not Applicable,Not Applicable,"$6,550",Included in Medical,"$13,100",Included in Medical,"$6,850",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Gold,LifeWise Health Plan of Oregon,85804OR0530002,Essential Gold Exchange 1000,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=1,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031146_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$192.00,$302.00,$317.00,$343.00,$386.00,$540.00,$821.00,$604.00,$686.00,$772.00,$1080.00,$1642.00,$796.00,$878.00,$964.00,$1272.00,$988.00,$1070.00,$1156.00,$1464.00,$1180.00,$1262.00,$1348.00,$1656.00,$494.00,$535.00,$578.00,$732.00,$686.00,$727.00,$770.00,$924.00,$878.00,$919.00,$962.00,$1116.00,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,$10,$50,$200 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$45,50%,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Silver,LifeWise Health Plan of Oregon,85804OR0530003,Essential Silver Exchange 2000,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=1,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/029193_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$166.00,$262.00,$274.00,$297.00,$335.00,$468.00,$711.00,$524.00,$594.00,$670.00,$936.00,$1422.00,$690.00,$760.00,$836.00,$1102.00,$856.00,$926.00,$1002.00,$1268.00,$1022.00,$1092.00,$1168.00,$1434.00,$428.00,$463.00,$501.00,$634.00,$594.00,$629.00,$667.00,$800.00,$760.00,$795.00,$833.00,$966.00,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$15,$45,$250 Copay before deductible and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$25,$55,50% Coinsurance after deductible,30% Coinsurance after deductible,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,"$5,450",Included in Medical,$10900.00,Included in Medical,$5450.00,Included in Medical,$15,$45,$250 Copay before deductible and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$25,$55,50% Coinsurance after deductible,30% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,"$1,600",Included in Medical,"$3,200",Included in Medical,"$1,600",Included in Medical,$10,$35,$150 Copay before deductible and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$45,30% Coinsurance after deductible,30% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$200,Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,$10,$30,$50 Copay before deductible and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$10,$30,30% Coinsurance after deductible,30% Coinsurance after deductible
OR,Sherman,Silver,LifeWise Health Plan of Oregon,85804OR0540001,Essential Silver Exchange 3000 EPO,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031148_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$156.00,$246.00,$257.00,$279.00,$314.00,$439.00,$667.00,$492.00,$558.00,$628.00,$878.00,$1334.00,$648.00,$714.00,$784.00,$1034.00,$804.00,$870.00,$940.00,$1190.00,$960.00,$1026.00,$1096.00,$1346.00,$402.00,$435.00,$470.00,$595.00,$558.00,$591.00,$626.00,$751.00,$714.00,$747.00,$782.00,$907.00,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$15,$50,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$20,$55,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,"$5,400",Included in Medical,$10800.00,Included in Medical,$5400.00,Included in Medical,$15,$50,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$20,$55,50% Coinsurance after deductible,20% Coinsurance after deductible,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$10,$45,$150 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$45,20% Coinsurance after deductible,20% Coinsurance after deductible,,$300,Included in Medical,$600,Included in Medical,$300,Included in Medical,$600,Included in Medical,"$1,200",Included in Medical,$600,Included in Medical,$10,$40,$50 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$40,20% Coinsurance after deductible,20% Coinsurance after deductible
OR,Sherman,Bronze,LifeWise Health Plan of Oregon,85804OR0540002,Essential Bronze Exchange 6350 EPO,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031147_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$118.00,$186.00,$195.00,$212.00,$238.00,$333.00,$506.00,$372.00,$424.00,$476.00,$666.00,$1012.00,$490.00,$542.00,$594.00,$784.00,$608.00,$660.00,$712.00,$902.00,$726.00,$778.00,$830.00,$1020.00,$304.00,$330.00,$356.00,$451.00,$422.00,$448.00,$474.00,$569.00,$540.00,$566.00,$592.00,$687.00,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$20,20% Coinsurance after deductible,$250 Copay before deductible and 20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Bronze,LifeWise Health Plan of Oregon,85804OR0550001,Essential Bronze Exchange 5250 HSA EPO,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031149_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$117.00,$184.00,$193.00,$209.00,$235.00,$329.00,$499.00,$368.00,$418.00,$470.00,$658.00,$998.00,$485.00,$535.00,$587.00,$775.00,$602.00,$652.00,$704.00,$892.00,$719.00,$769.00,$821.00,$1009.00,$301.00,$326.00,$352.00,$446.00,$418.00,$443.00,$469.00,$563.00,$535.00,$560.00,$586.00,$680.00,,"$5,250",Included in Medical,"$10,500",Included in Medical,"$5,250",Included in Medical,"$6,100",Included in Medical,"$12,200",Included in Medical,"$6,100",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Silver,LifeWise Health Plan of Oregon,85804OR0560001,LifeWise Oregon Standard Silver Plan Exclusive Provider 2500,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/031150_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$153.00,$240.00,$252.00,$273.00,$307.00,$429.00,$652.00,$480.00,$546.00,$614.00,$858.00,$1304.00,$633.00,$699.00,$767.00,$1011.00,$786.00,$852.00,$920.00,$1164.00,$939.00,$1005.00,$1073.00,$1317.00,$393.00,$426.00,$460.00,$582.00,$546.00,$579.00,$613.00,$735.00,$699.00,$732.00,$766.00,$888.00,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,$850,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Sherman,Bronze,LifeWise Health Plan of Oregon,85804OR0570001,LifeWise Oregon Standard Bronze Plan Exclusive Provider 5000,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/029195_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.7%,,$115.00,$180.00,$189.00,$205.00,$231.00,$322.00,$490.00,$360.00,$410.00,$462.00,$644.00,$980.00,$475.00,$525.00,$577.00,$759.00,$590.00,$640.00,$692.00,$874.00,$705.00,$755.00,$807.00,$989.00,$295.00,$320.00,$346.00,$437.00,$410.00,$435.00,$461.00,$552.00,$525.00,$550.00,$576.00,$667.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Gold,LifeWise Health Plan of Oregon,85804OR0570002,LifeWise Oregon Standard Gold Plan Exclusive Provider 1250,EPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-800-596-3440,1-800-596-3440,1-800-842-5357,https://lifewise.vitalschoice.com/?ci=lifewiseor&network_id=15,https://www.lifewiseor.com/documents/031534_2016.pdf,https://www.lifewiseor.com/documents/033240_2016.pdf,http://client.formularynavigator.com/Search.aspx?siteCode=7918349883,,,,99.8%,,$188.00,$296.00,$310.00,$336.00,$378.00,$528.00,$803.00,$592.00,$672.00,$756.00,$1056.00,$1606.00,$780.00,$860.00,$944.00,$1244.00,$968.00,$1048.00,$1132.00,$1432.00,$1156.00,$1236.00,$1320.00,$1620.00,$484.00,$524.00,$566.00,$716.00,$672.00,$712.00,$754.00,$904.00,$860.00,$900.00,$942.00,$1092.00,,"$1,250",$0,"$2,500",$0,"$1,250",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Gold,"Community Care of Oregon, Inc.",99389OR0550001,Oregon's Health CO-OP Oregon Standard Gold Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0550001-01-Oregons-Health-CO-OP-Oregon-Standard-Gold-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$217.00,$342.00,$358.00,$388.00,$437.00,$610.00,$927.00,$684.00,$776.00,$874.00,$1220.00,$1854.00,$901.00,$993.00,$1091.00,$1437.00,$1118.00,$1210.00,$1308.00,$1654.00,$1335.00,$1427.00,$1525.00,$1871.00,$559.00,$605.00,$654.00,$827.00,$776.00,$822.00,$871.00,$1044.00,$993.00,$1039.00,$1088.00,$1261.00,,"$1,250",$0,"$2,500",$0,Not Applicable,$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Sherman,Silver,"Community Care of Oregon, Inc.",99389OR0570001,Oregon's Health CO-OP Oregon Standard Silver Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0570001-01-Oregons-Health-CO-OP-Oregon-Standard-Silver-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$182.00,$286.00,$300.00,$325.00,$366.00,$511.00,$776.00,$572.00,$650.00,$732.00,$1022.00,$1552.00,$754.00,$832.00,$914.00,$1204.00,$936.00,$1014.00,$1096.00,$1386.00,$1118.00,$1196.00,$1278.00,$1568.00,$468.00,$507.00,$548.00,$693.00,$650.00,$689.00,$730.00,$875.00,$832.00,$871.00,$912.00,$1057.00,,"$2,500",$0,"$5,000",$0,Not Applicable,$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,Not Applicable,$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,Not Applicable,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,Not Applicable,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Sherman,Bronze,"Community Care of Oregon, Inc.",99389OR0590001,Oregon's Health CO-OP Oregon Standard Bronze Plan Broad Network,PPO,Rating Area 6,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0590001-01-Oregons-Health-CO-OP-Oregon-Standard-Bronze-Plan-Broad-Network_2016.pdf,https://www.ohcoop.org/pharmacy/,,,,99.6%,,$142.00,$223.00,$234.00,$253.00,$285.00,$398.00,$605.00,$446.00,$506.00,$570.00,$796.00,$1210.00,$588.00,$648.00,$712.00,$938.00,$730.00,$790.00,$854.00,$1080.00,$872.00,$932.00,$996.00,$1222.00,$365.00,$395.00,$427.00,$540.00,$507.00,$537.00,$569.00,$682.00,$649.00,$679.00,$711.00,$824.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,Not Applicable,Not Applicable,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
